id ; screen_name    ; created_at               ; full_text                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ; date      ; heure; semaine              ; mois   ; annee; Sentiment; Problematique               ; Score; Urgence; Reponse_automatique                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ; Lieu                    ; Reparabilite; Solution                                                                                                                                                                                            ; Type
393; JeanBodin84    ; 2024-11-19 08:20:14+00:00; ENGIEgroup Merci Engie. Ma facture a étrangement doublé. Merci beaucoup pour tout.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ; 2024-11-19;     8; 2024-11-18/2024-11-24; 2024-11;  2024; Négatif  ; Problèmes de facturation    ;  75.0;     7.0; Bonjour, nous sommes désolés d'apprendre que votre facture a doublé. Nous comprenons que cela puisse être frustrant.  Pourriez-vous nous contacter directement au 09 74 73 54 01 afin que nous puissions examiner votre facture et résoudre ce problème ? Nous ferons de notre mieux pour vous aider.                                                                                                                                                                                                                                                                                                                                                    ; null                    ;            1; Vérifier et corriger la facture du client.                                                                                                                                                          ; Plainte
394; ConnardAmoureux; 2024-11-19 18:52:42+00:00; ENGIEpartFR EDFetMoi . Bonjour, ne sachant pas chez qui sont toutes les personnes impactées  rue Esquirol 75013  plusieurs logements se retrouvent sans électricité dun coup depuis 19h28                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ; 2024-11-19;    18; 2024-11-18/2024-11-24; 2024-11;  2024; Négatif  ; Pannes et urgences          ;  75.0;     8.0; Bonjour, nous sommes sincèrement désolés pour la coupure d'électricité que vous rencontrez rue Esquirol. Nos équipes sont actuellement en train d'identifier la cause de la panne et de travailler à la résoudre dans les plus brefs délais.  Pour suivre l'évolution de la situation, vous pouvez contacter notre service client au 09 74 73 54 01.                                                                                                                                                                                                                                                                                                     ; rue Esquirol 75013      ;            3; Envoyer une équipe sur place pour réparer le réseau électrique et rétablir le courant dans les logements impactés.                                                                                  ; Plainte
395; srkaddict      ; 2024-11-20 05:33:28+00:00; ENGIEgroup Vous êtes trop forts suite à mon déménagement, vous menvoyez une nouvelle tarification mensuelle incluant le gaz  que  je  nai  plus!                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ; 2024-11-20;     5; 2024-11-18/2024-11-24; 2024-11;  2024; Négatif  ; Problèmes de facturation    ;  80.0;     4.0; Bonjour ! Nous vous remercions pour votre message et sommes ravis d'apprendre que vous êtes satisfait de nos services suite à votre déménagement. Cependant, nous avons noté une erreur sur votre facture concernant le gaz. Nous allons examiner cela rapidement afin de corriger la situation. Veuillez contacter notre service client au 09 74 73 54 01 pour plus d'information afin qu'ils puissent vous aider à résoudre ce problème.                                                                                                                                                                                                               ; null                    ;            1; Vérifier la facturation et corriger les erreurs sur la nouvelle tarification, contacter le client pour s'excuser et lui proposer un geste commercial.                                               ; Plainte
396; vr54110        ; 2024-11-20 12:48:53+00:00; ENGIEpartSAV NHMITHA La même réponse dès qu'on vous pose une question. Sinon votre site et application ont prévu de refonctionner quand ?? En vous attentant un procès ça devrait fonctionner ??                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ; 2024-11-20;    12; 2024-11-18/2024-11-24; 2024-11;  2024; Négatif  ; Problèmes avec l’application;  75.0;     7.0; Bonjour @ENGIEpartSAV, nous comprenons votre frustration concernant les problèmes rencontrés avec notre site et notre application. Nous travaillons activement à résoudre ces problèmes et mettons tout en œuvre pour rétablir leur fonctionnement normal dans les meilleurs délais.  Nous vous prions de nous excuser pour la gêne occasionnée. Pour suivre l'évolution de la situation, vous pouvez consulter notre site web ou nous contacter directement.                                                                                                                                                                                            ; null                    ;            2; Accélérer le processus de résolution des problèmes techniques affectant le site web et l'application mobile.                                                                                        ; Plainte
397; VikingMaure    ; 2024-11-20 15:16:57+00:00; "Le 03 77 46 60 52 vient de m'appeler ""soit disant"" de mon fournisseur d'énergie, faites attention, ENGIEpartSAV contacte ces clients DIRECTEMENT via le compte en ligne en cas de modification de tarifs  j'ai raccroché et bloqué ce numéro en le signalant comme spam"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ; 2024-11-20;    15; 2024-11-18/2024-11-24; 2024-11;  2024; Négatif  ; aucune                      ;  20.0;     3.0; Bonjour, merci pour votre vigilance ! Nous vous confirmons qu'Engie ne contacte jamais ses clients par téléphone pour des modifications de tarifs.  Nous vous recommandons de signaler ce numéro frauduleux aux autorités compétentes et de ne jamais communiquer vos informations personnelles à des numéros inconnus.                                                                                                                                                                                                                                                                                                                                  ; nul                     ;            0; Sensibiliser les clients aux risques de fraudes téléphoniques et communiquer clairement les canaux officiels de contact.                                                                            ; Plainte
398; Chouette78810  ; 2024-11-20 15:57:41+00:00; ENGIEpartFR bonjour imposs de voir la conso directement via lappli merci alors que je lai demandee                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ; 2024-11-20;    15; 2024-11-18/2024-11-24; 2024-11;  2024; Négatif  ; Problèmes avec l’application;  50.0;     3.0; Bonjour, nous sommes désolés que vous rencontriez des difficultés pour consulter votre consommation sur notre application.  Pourriez-vous nous contacter directement au 09 69 32 38 00 afin que nous puissions vous aider à résoudre ce problème ? Nous ferons de notre mieux pour vous assister.                                                                                                                                                                                                                                                                                                                                                        ; null                    ;            1; Vérifier et corriger le bug de l'application qui empêche la visualisation de la consommation d'énergie.                                                                                             ; Plainte
399; Lecroise       ; 2024-11-20 18:11:23+00:00; ENGIEpartFR nImpossible de déposer une réclamation pour le service client !                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ; 2024-11-20;    18; 2024-11-18/2024-11-24; 2024-11;  2024; Négatif  ; Service client injoignable  ;  80.0;     6.0; Bonjour, nous sommes navrés que vous rencontriez des difficultés pour déposer une réclamation. Pouvez-vous nous contacter directement au 09 69 32 00 00 afin que nous puissions vous aider ?                                                                                                                                                                                                                                                                                                                                                                                                                                                             ; null                    ;            1; Améliorer la plateforme de réclamation en ligne pour la rendre plus accessible et intuitive.                                                                                                        ; Plainte
400; CedricMartins  ; 2024-11-20 20:50:54+00:00; Qui peut contraindre ENGIEpartFR à écrire que ce n'est pas ma consommation qui va augmenter ma facture mais bien l'augmentation des tarifs ? UFCquechoisir dgccrf                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ; 2024-11-20;    20; 2024-11-18/2024-11-24; 2024-11;  2024; Négatif  ; Problèmes de facturation    ;  75.0;     5.0; Bonjour, nous comprenons votre frustration concernant l'augmentation de votre facture. Nous vous invitons à contacter notre service client au 09 69 32 00 83 afin de clarifier les points qui vous semblent obscurs. Un conseiller se fera un plaisir de vous expliquer le détail de votre facture et les raisons de l’augmentation. Nous restons à votre écoute.                                                                                                                                                                                                                                                                                        ; null                    ;            0; Détailler précisément la composition de la facture en distinguant la consommation de l'impact des tarifs réglementés sur le prix final de l'énergie.                                                ; Plainte
401; argeuhTTH      ; 2024-11-21 13:06:25+00:00; ENGIEgroup bonjour.nQuel est le prix TTC tout compris du kWh sur le contrat Électrique référence 1 an? Votre hotline na pas la réponse à cette question                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ; 2024-11-21;    13; 2024-11-18/2024-11-24; 2024-11;  2024; Neutre   ; aucune                      ;  20.0;     2.0; Bonjour ! Nous vous remercions pour votre question concernant le prix du kWh sur le contrat Électrique référence 1 an.  Malheureusement, notre hotline n'a pas su vous fournir la réponse. Pour obtenir le prix TTC exact et complet, nous vous invitons à consulter notre site web engie.fr ou à nous contacter directement par message privé avec votre numéro de client pour une réponse personnalisée.                                                                                                                                                                                                                                               ; null                    ;            0; Mettre à jour les informations concernant le prix du kWh sur le site web et former le personnel de la hotline.                                                                                      ; Question
402; JeanJerome13127; 2024-11-21 20:46:10+00:00; Salut ENGIEgroup cela fait presque 2 ans que jattends mon chèque énergie dun montant de 123 . Un coup cest le mauvais nom lautre fois la mauvaise la prochaine fois ça sera quoi ? Personne décède ????? Lundi avocat contacter. gouvernementFR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ; 2024-11-21;    20; 2024-11-18/2024-11-24; 2024-11;  2024; Négatif  ; Problèmes de facturation    ;  80.0;     7.0; Bonjour, nous sommes sincèrement désolés pour le retard concernant votre chèque énergie. Nous comprenons votre frustration. Afin de résoudre ce problème rapidement, pourriez-vous nous contacter directement au 09 74 73 54 01 ? Nous pourrons ainsi vérifier les informations et accélérer le processus.                                                                                                                                                                                                                                                                                                                                               ; null                    ;            2; Vérifier les informations et accélérer le processus de traitement du chèque énergie.                                                                                                                ; Plainte
403; lfram62        ; 2024-11-21 20:52:22+00:00; Sont marrants chez ENGIEpartFR, je fais tout pour baisser ma conso, ils me remboursent même du trop perçu et ils me balancent 20e sur mes prochaines mensualisations, je pense que je vais aller voir ailleurs                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ; 2024-11-21;    20; 2024-11-18/2024-11-24; 2024-11;  2024; Positif  ; aucune                      ;  10.0;     0.0; Bonjour ! Nous vous remercions pour votre message et sommes ravis d'apprendre que vous êtes satisfait de nos services et de notre démarche concernant votre consommation.  N'hésitez pas à nous contacter si vous avez d'autres questions.                                                                                                                                                                                                                                                                                                                                                                                                               ; null                    ;            0; Continuer à proposer des initiatives pour encourager les économies d'énergie.                                                                                                                       ; Positif
404; civkillerr     ; 2024-11-22 14:16:39+00:00; Engie me doit 300 depuis 4 mois !nJ'ai résilié le 2 juillet, mais ils me prélèvent 59 chaque mois et ne me remboursent pas. Après 1H45 d'appel, les conseillers m'ont raccroché au nez ! nC'est inacceptable ! Comment récupérer mon argent ? ENGIEgroup ENGIEpartFR abus                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ; 2024-11-22;    14; 2024-11-18/2024-11-24; 2024-11;  2024; Négatif  ; Problèmes de facturation    ;  85.0;     7.0; Nous sommes sincèrement désolés pour le désagrément que vous rencontrez concernant votre facture et le remboursement de 300€. Nous comprenons votre frustration suite à la mauvaise expérience avec notre service client. Afin de résoudre ce problème rapidement, nous vous invitons à contacter notre service client dédié au 09 74 73 54 01. Un conseiller se chargera de votre dossier et fera le nécessaire pour vous rembourser dans les plus brefs délais.                                                                                                                                                                                        ; null                    ;            2; Vérifier les détails de la résiliation et procéder au remboursement du client.                                                                                                                      ; Plainte
405; Aerarium20     ; 2024-11-22 16:04:22+00:00; Piombu ! ENGIEpartFR  vous ne voulez pas un rein en plus ???                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ; 2024-11-22;    16; 2024-11-18/2024-11-24; 2024-11;  2024; Négatif  ; aucune                      ;   0.0;     0.0; Bonjour ! Nous vous remercions pour votre message. Pouvez-vous nous en dire plus sur ce qui vous a interpellé ? N'hésitez pas à nous contacter si besoin.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ; nul                     ;            0; aucune                                                                                                                                                                                              ; Plainte
406; jvde290        ; 2024-11-23 05:46:33+00:00; Jai ultra mal dormis et vous savez pk ? Psk hier jai reçu un mail de ENGIEpartFR augmentant ma facture de 120 oui oui 120, je suis passé de 55 à 170 CENT SOIXANTE DIX EURO npour un studio de 30m2 170 nJe paye lélectricité de la ville ouuuu? n170                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ; 2024-11-23;     5; 2024-11-18/2024-11-24; 2024-11;  2024; Négatif  ; Problèmes de facturation    ;  85.0;     7.0; Nous sommes sincèrement désolés pour la forte augmentation de votre facture d'énergie. Nous comprenons que cela puisse être préoccupant. Afin d'analyser la situation et de trouver une solution ensemble, nous vous invitons à nous contacter au 09 74 73 54 01 afin de prendre rendez-vous avec un conseiller.                                                                                                                                                                                                                                                                                                                                         ; null                    ;            2; Vérifier le détail de la facture, étudier la consommation et contacter le client pour trouver une solution.                                                                                         ; Plainte
407; fabricenoel13  ; 2024-11-24 07:17:01+00:00; ENGIEgroup Tiens, ENGIEpartFR lors de l'augmentation d'un contrat par tacite reconduction, la loi vs contraint à annoncer l'augmentation un mois avant le fin du contrat afin que celuici puisse être dénoncé...nnPourquoi ne le faites vous pas ???nnEscrocs                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ; 2024-11-24;     7; 2024-11-18/2024-11-24; 2024-11;  2024; Négatif  ; Problèmes de facturation    ;  80.0;     7.0; Nous sommes sincèrement désolés pour le désagrément causé par l'augmentation de votre contrat. Nous comprenons votre frustration concernant le manque d'information concernant cette augmentation. Nous allons examiner attentivement votre situation et nous vous contacterons dans les plus brefs délais pour trouver une solution. Veuillez nous contacter au 09 74 73 54 01 si vous avez besoin d'assistance supplémentaire.                                                                                                                                                                                                                         ; null                    ;            1; Examiner le contrat de l'utilisateur et contacter le service client pour trouver une solution.                                                                                                      ; Plainte
408; Grimminette    ; 2024-11-25 14:44:24+00:00; Quand ça fait un mois et demi que tu fais des demandes à ENGIEgroup pour une intervention à domicile pour un changement de câble car je peux rien brancher en 32ampères dont le four et que enedis ne fait rien de son côté pour intervenir, cest une honte au prix que je paye.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ; 2024-11-25;    14; 2024-11-25/2024-12-01; 2024-11;  2024; Négatif  ; Délai d’intervention        ;  75.0;     7.0; Nous sommes sincèrement désolés pour le délai d'intervention concernant le changement de votre câble. Nous comprenons la frustration causée par cette situation. Afin de vous aider au plus vite, nous vous invitons à contacter notre service client au 09 69 32 38 38 pour faire le suivi de votre demande et accélérer le processus.                                                                                                                                                                                                                                                                                                                  ; null                    ;            3; Envoyer une équipe technique spécialisée pour effectuer le changement de câble dans les meilleurs délais.                                                                                           ; Plainte
409; GBeuzelin      ; 2024-11-26 07:30:26+00:00; 8h05, une voiture ENGIEgroup est à 2 doigts de reverser 2 cyclistes boulevard Pasteur. L'automobiliste semble agressif. Je prends sa plaque en photo, il arrête sa voiture et commence à me suivre dans la rue, avant de me toucher. Une journée tristement banale  paris Velo                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ; 2024-11-26;     7; 2024-11-25/2024-12-01; 2024-11;  2024; Négatif  ; aucune                      ;  75.0;     8.0; Bonjour, nous sommes sincèrement désolés pour l’incident que vous avez vécu.  La sécurité de tous est notre priorité absolue.  Pourriez-vous nous transmettre la plaque d'immatriculation et le contexte de l'incident afin que nous puissions mener une enquête interne ? Nous vous remercions de votre collaboration.                                                                                                                                                                                                                                                                                                                                  ; Paris                   ;            0; Enquête interne et mesures disciplinaires si nécessaire à l'égard du conducteur.                                                                                                                    ; Plainte
410; QonDuichotte   ; 2024-11-26 17:58:15+00:00; Le gaz étant déjà haussier jai baissé ma consommation de 28 et ma facture de gaz a augmenté de 12 chez ENGIEpartFRnBarnier enculé.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ; 2024-11-26;    17; 2024-11-25/2024-12-01; 2024-11;  2024; Négatif  ; Problèmes de facturation    ;  75.0;     5.0; Bonjour, nous sommes navrés d'apprendre que votre facture a augmenté malgré une baisse de votre consommation. Pouvez-vous nous contacter en message privé afin que nous puissions examiner votre situation et vous apporter notre aide ?                                                                                                                                                                                                                                                                                                                                                                                                                 ; null                    ;            0; Vérifier le détail de la facture et contacter le client pour expliquer les différences.                                                                                                             ; Plainte
411; BamBa__Dieng   ; 2024-11-26 22:06:50+00:00; On peut parler des factures d ENGIEpartFR  ?? Il commence à abuser vraiment de la bail ptdrr                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ; 2024-11-26;    22; 2024-11-25/2024-12-01; 2024-11;  2024; Négatif  ; Problèmes de facturation    ;  75.0;     6.0; Bonjour ! Nous sommes navrés d'apprendre votre mécontentement concernant vos factures. Pouvez-vous nous contacter en privé afin que nous puissions examiner votre situation et vous apporter notre aide ? Nous nous engageons à trouver une solution.                                                                                                                                                                                                                                                                                                                                                                                                    ; null                    ;            1; Vérifier les factures et contacter le client pour ajuster les montants si nécessaire.                                                                                                               ; Plainte
412; damien_desprez ; 2024-11-27 14:32:38+00:00; Un contrat chez ENGIEpartFR ENGIEgroup avec home services. Depuis 3 semaines , ma mère de 80 ans na plus de chauffage chez elle et le froid est déjà là. Après le passage du technicien, aucune réponse par mail ni par téléphone ! Besoin daide !!                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ; 2024-11-27;    14; 2024-11-25/2024-12-01; 2024-11;  2024; Négatif  ; Pannes et urgences          ;  95.0;    10.0; Nous sommes sincèrement désolés d'apprendre que votre mère de 80 ans est privée de chauffage depuis 3 semaines.  Nous comprenons l'urgence de la situation et le désagrément occasionné par le manque de réponse à vos appels et e-mails. Veuillez nous contacter immédiatement au 09 74 73 54 01 afin que nous puissions résoudre ce problème dans les plus brefs délais. Un technicien sera dépêché en priorité pour rétablir le chauffage.                                                                                                                                                                                                            ; null                    ;            5; Envoyer une équipe d'intervention en urgence pour rétablir le chauffage et améliorer la communication avec les clients.                                                                             ; Plainte
413; pharaon_alain  ; 2024-11-28 16:44:31+00:00; Merci ENGIEpartFR préparer les bougies                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ; 2024-11-28;    16; 2024-11-25/2024-12-01; 2024-11;  2024; Négatif  ; Pannes et urgences          ;  80.0;     8.0; Bonjour ! Nous sommes navrés d'apprendre que vous rencontrez une panne. Afin de pouvoir vous aider au mieux, pouvez-vous nous contacter au 09 69 32 00 69 ?                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ; null                    ;            5; Envoyer une équipe technique rapidement pour résoudre le problème de panne.                                                                                                                         ; Plainte
414; saintjammes    ; 2024-11-28 19:20:38+00:00; ENGIEpartFR 50 d'augmentation de l'électricité sans prévenir, chapeau bas!!!! Je vais changer de suite                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ; 2024-11-28;    19; 2024-11-25/2024-12-01; 2024-11;  2024; Négatif  ; Problèmes de facturation    ;  80.0;     7.0; Bonjour, nous sommes navrés d'apprendre que vous avez constaté une augmentation de 50% sur votre facture d'électricité sans en avoir été préalablement informé. Nous comprenons votre mécontentement. Pourriez-vous nous contacter au 09 74 73 54 01 afin que nous puissions examiner votre situation et trouver une solution ensemble ?                                                                                                                                                                                                                                                                                                                 ; null                    ;            1; Vérifier la facture et contacter le client pour apporter des éclaircissements et des solutions.                                                                                                     ; Plainte
